"ID","a","b","c","d","e","f","g","h","predict"
"F00110809",150,1,0,2,10,13,2,2,0
"F00110810",150,1,0,2,15,13,5,2,0
"F00110812",168,1,0,2,5,16,4,2,0
"F00110813",168,1,0,2,10,18,1,2,0
"F00110814",168,1,0,2,15,12,4,1,0
"F00110816",168,1,0,2,40,17,4,2,0
"F00110818",188,1,0,2,35,14,1,1,0
"F00110819",188,1,0,2,40,16,0,2,0
"F00110820",209,1,0,2,10,13,3,3,0
"F00110821",209,1,0,2,20,9,6,2,0
"F00110824",256,1,0,2,20,9,10,2,0
"F00110826",256,1,0,2,25,27,1,2,0
"F00110829",283,1,0,2,60,23,5,2,0
"F00110832",312,1,0,2,30,22,7,3,0
"F00110833",312,1,0,2,30,25,3,1,0
"F00110835",312,1,0,2,40,22,1,1,0
"F00110836",342,1,0,2,5,18,5,2,0
"F00110837",342,1,0,2,5,18,7,1,0
"F00110839",342,1,0,2,15,9,12,2,0
"F00110840",342,1,0,2,15,12,13,2,0
"F00110841",342,1,0,2,20,7,12,2,0
"F00110842",342,1,0,2,20,16,7,2,0
"F00110843",342,1,0,2,20,20,3,3,0
"F00110846",342,1,0,2,40,10,10,2,0
"F00110850",375,1,0,2,10,14,12,1,0
"F00110852",375,1,0,2,10,21,5,2,0
"F00110853",375,1,0,2,10,25,0,2,0
"F00110857",375,1,0,2,30,10,4,3,0
"F00110858",375,1,0,2,30,22,4,1,0
"F00110860",411,1,0,2,5,NA,3,2,0
"F00110863",411,1,0,2,10,19,11,2,0
"F00110866",410,1,0,2,25,13,15,1,0
"F00110867",410,1,0,2,30,21,5,2,0
"F00110868",410,1,0,2,30,29,0,2,0
"F00110872",410,1,0,2,40,8,8,3,0
"F00110873",410,1,0,2,40,17,13,3,0
"F00110874",448,1,0,2,10,9,16,3,0
"F00110875",448,1,0,2,10,20,6,1,0
"F00110876",448,1,0,2,15,18,0,2,0
"F00110877",448,1,0,2,20,NA,14,1,0
"F00110878",448,1,0,2,20,12,10,2,0
"F00110879",448,1,0,2,20,18,10,1,0
"F00110883",448,1,0,2,25,27,1,2,0
"F00110884",448,1,0,2,30,24,4,1,0
"F00110885",448,1,0,2,40,16,5,1,0
"F00110886",448,1,0,2,40,26,1,2,0
"F00110888",488,1,0,2,20,14,17,2,0
"F00110889",488,1,0,2,5,15,7,3,0
"F00110891",488,1,0,2,10,14,17,2,0
"F00110892",489,1,0,2,10,16,10,3,0
"F00110895",488,1,0,2,20,6,17,2,0
"F00110897",488,1,0,2,20,NA,17,1,0
"F00110899",489,1,0,2,20,NA,11,2,0
"F00110902",488,1,0,2,20,27,4,1,0
"F00110904",488,1,0,2,25,17,16,1,0
"F00110906",488,1,0,2,40,10,13,3,0
"F00110909",488,1,0,2,50,20,9,2,0
"F00110912",531,1,0,2,5,25,4,3,0
"F00110913",531,1,0,2,5,28,4,1,0
"F00110914",531,1,0,2,10,NA,18,1,0
"F00110919",531,1,0,2,10,30,0,2,0
"F00110920",531,1,0,2,15,13,18,2,0
"F00110921",531,1,0,2,15,15,8,3,0
"F00110923",531,1,0,2,15,22,2,1,0
"F00110924",531,1,0,2,20,20,11,1,0
"F00110925",531,1,0,2,20,21,2,2,0
"F00110926",531,1,0,2,20,21,12,2,0
"F00110928",531,1,0,2,20,24,6,1,0
"F00110931",531,1,0,2,25,25,3,2,0
"F00110932",531,1,0,2,40,18,14,2,0
"F00110933",577,1,0,2,5,11,18,3,0
"F00110934",577,1,0,2,10,NA,19,1,0
"F00110935",577,1,0,2,10,14,5,2,0
"F00110937",577,1,0,2,10,28,2,2,0
"F00110939",577,1,0,2,10,31,5,3,0
"F00110940",577,1,0,2,20,10,0,1,0
"F00110942",577,1,0,2,20,NA,14,3,0
"F00110944",577,1,0,2,20,17,15,2,0
"F00110947",577,1,0,2,20,24,8,1,0
"F00110949",577,1,0,2,20,30,4,2,0
"F00110951",577,1,0,2,20,36,0,1,0
"F00110952",577,1,0,2,30,NA,3,2,0
"F00110953",577,1,0,2,30,30,1,2,0
"F00110954",577,1,0,2,40,31,0,2,0
"F00110956",577,1,0,2,50,21,13,3,0
"F00110961",625,1,0,2,10,32,8,1,0
"F00110964",625,1,0,2,15,20,4,2,0
"F00110966",625,1,0,2,20,17,20,2,0
"F00110969",625,1,0,2,20,28,7,1,0
"F00110970",626,1,0,2,20,30,1,2,0
"F00110972",626,1,0,2,30,19,11,3,0
"F00110974",625,1,0,2,30,20,13,2,0
"F00110977",625,1,0,2,60,31,4,3,0
"F00110978",677,1,0,2,5,NA,17,2,0
"F00110980",677,1,0,2,5,NA,13,1,0
"F00110981",677,1,0,2,10,10,20,1,0
"F00110985",677,1,0,2,10,33,1,2,0
"F00110988",677,1,0,2,20,14,20,3,0
"F00110991",677,1,0,2,20,NA,13,1,0
"F00110995",677,1,0,2,25,5,21,2,0
"F00110996",677,1,0,2,25,10,11,3,0
"F00111000",731,1,0,2,30,21,15,1,0
"F00111002",731,1,0,2,10,23,13,2,0
"F00111003",732,1,0,2,10,28,14,1,0
"F00111005",731,1,0,2,15,12,22,3,0
"F00111006",731,1,0,2,15,17,17,1,0
"F00111007",732,1,0,2,15,20,12,2,0
"F00111009",732,1,0,2,15,NA,4,2,0
"F00111010",732,1,0,2,20,23,8,1,0
"F00111011",732,1,0,2,20,28,5,2,0
"F00111012",732,1,0,2,20,30,2,3,0
"F00111014",731,1,0,2,25,25,1,1,0
"F00111016",731,1,0,2,30,13,19,2,0
"F00111020",732,1,0,2,40,33,5,2,0
"F00111021",731,1,0,2,60,NA,3,2,0
"F00111024",731,1,0,2,20,11,16,2,1
"F00111028",789,1,0,2,15,29,3,1,0
"F00111029",789,1,0,2,15,36,0,3,0
"F00111030",789,1,0,2,15,37,4,2,0
"F00111031",789,1,0,2,20,10,5,2,0
"F00111033",789,1,0,2,20,34,4,1,0
"F00111034",790,1,0,2,20,35,0,1,0
"F00111036",789,1,0,2,25,33,5,2,0
"F00111037",789,1,0,2,30,22,13,3,0
"F00111039",789,1,0,2,40,NA,13,3,0
"F00111040",790,1,0,2,50,29,8,3,0
"F00111043",851,1,0,2,5,NA,24,2,0
"F00111045",851,1,0,2,5,13,12,1,0
"F00111046",850,1,0,2,5,21,14,3,0
"F00111048",851,1,0,2,10,11,16,1,0
"F00111049",851,1,0,2,10,19,19,2,0
"F00111051",851,1,0,2,10,NA,7,2,0
"F00111052",851,1,0,2,15,34,0,2,0
"F00111053",851,1,0,2,20,14,20,2,0
"F00111055",851,1,0,2,20,23,6,2,0
"F00111057",851,1,0,2,20,25,13,2,0
"F00111058",851,1,0,2,20,33,6,1,0
"F00111059",851,1,0,2,20,35,4,2,0
"F00111060",850,1,0,2,30,13,24,2,0
"F00111061",851,1,0,2,30,21,13,1,0
"F00111063",851,1,0,2,30,28,10,2,0
"F00111067",851,1,0,2,50,NA,1,1,0
"F00111068",851,1,0,2,60,15,18,3,0
"F00111069",851,1,0,2,60,20,14,2,0
"F00111071",851,1,0,2,80,20,9,2,0
"F00111072",851,1,0,2,20,20,6,1,1
"F00111073",851,1,0,2,40,NA,4,2,1
"F00111074",915,1,0,2,5,5,7,1,0
"F00111075",915,1,0,2,5,5,13,2,0
"F00111076",915,1,0,2,5,12,15,2,0
"F00111077",915,1,0,2,5,14,21,2,0
"F00111078",915,1,0,2,5,20,14,2,0
"F00111080",916,1,0,2,10,NA,21,2,0
"F00111082",915,1,0,2,10,25,1,3,0
"F00111083",915,1,0,2,10,26,15,2,0
"F00111084",915,1,0,2,10,35,2,1,0
"F00111086",915,1,0,2,15,NA,15,2,0
"F00111087",915,1,0,2,15,30,5,2,0
"F00111089",915,1,0,2,20,15,23,1,0
"F00111093",915,1,0,2,30,19,20,3,0
"F00111095",915,1,0,2,40,24,15,2,0
"F00111096",915,1,0,2,40,25,4,2,0
"F00111097",915,1,0,2,40,36,0,3,0
"F00111098",915,1,0,2,5,34,7,3,1
"F00111100",984,1,0,2,5,21,18,2,0
"F00111109",984,1,0,2,20,NA,11,2,0
"F00111110",984,1,0,2,20,26,3,2,0
"F00111111",984,1,0,2,20,35,5,3,0
"F00111112",984,1,0,2,20,38,0,2,0
"F00111118",1056,1,0,2,5,15,17,2,0
"F00111119",1056,1,0,2,5,17,22,1,0
"F00111120",1056,1,0,2,5,NA,17,2,0
"F00111121",1056,1,0,2,10,8,10,2,0
"F00111122",1056,1,0,2,10,NA,17,1,0
"F00111129",1056,1,0,2,15,25,17,2,0
"F00111130",1056,1,0,2,15,33,8,2,0
"F00111131",1056,1,0,2,15,37,1,2,0
"F00111132",1056,1,0,2,20,17,20,3,0
"F00111133",1056,1,0,2,20,20,23,3,0
"F00111134",1056,1,0,2,20,22,19,2,0
"F00111135",1056,1,0,2,20,33,7,1,0
"F00111139",1056,1,0,2,20,40,2,2,1
"F00111140",1132,1,0,2,5,5,23,2,0
"F00111141",1132,1,0,2,5,10,13,2,0
"F00111142",1132,1,0,2,5,19,27,2,0
"F00111144",1132,1,0,2,10,15,28,1,0
"F00111146",1132,1,0,2,10,20,19,2,0
"F00111148",1132,1,0,2,10,24,18,2,0
"F00111149",1132,1,0,2,15,30,12,2,0
"F00111150",1132,1,0,2,20,22,20,2,0
"F00111151",1132,1,0,2,20,30,0,2,0
"F00111153",1132,1,0,2,20,37,3,1,0
"F00111155",1132,1,0,2,30,25,3,2,0
"F00111157",1132,1,0,2,40,37,6,2,0
"F00111162",1212,1,0,2,5,5,29,2,0
"F00111163",1212,1,0,2,5,15,9,1,0
"F00111165",1212,1,0,2,5,NA,19,3,0
"F00111166",1212,1,0,2,5,34,9,1,0
"F00111167",1212,1,0,2,10,21,19,2,0
"F00111169",1212,1,0,2,10,30,4,1,0
"F00111170",1212,1,0,2,10,31,10,2,0
"F00111171",1212,1,0,2,10,34,1,3,0
"F00111172",1212,1,0,2,10,40,1,2,0
"F00111173",1212,1,0,2,20,15,24,2,0
"F00111176",1212,1,0,2,20,19,19,2,0
"F00111177",1212,1,0,2,20,NA,6,3,0
"F00111178",1212,1,0,2,20,28,10,3,0
"F00111181",1212,1,0,2,20,36,7,3,0
"F00111184",1212,1,0,2,20,40,1,3,0
"F00111185",1212,1,0,2,30,27,12,2,0
"F00111186",1212,1,0,2,30,28,15,1,0
"F00111187",1212,1,0,2,30,30,12,3,0
"F00111191",1212,1,0,2,45,31,7,2,0
"F00111196",1296,1,0,2,10,23,20,1,0
"F00111197",1296,1,0,2,15,15,2,1,0
"F00111199",1296,1,0,2,15,22,21,3,0
"F00111203",1296,1,0,2,20,33,10,3,0
"F00111204",1296,1,0,2,20,37,0,1,0
"F00111205",1297,1,0,2,25,26,10,2,0
"F00111207",1296,1,0,2,30,30,8,2,0
"F00111208",1296,1,0,2,30,35,6,2,0
"F00111209",1296,1,0,2,35,30,9,1,0
"F00111212",1296,1,0,2,40,25,20,1,0
"F00111213",1385,1,0,2,5,5,11,2,0
"F00111216",1385,1,0,2,10,20,4,2,0
"F00111217",1385,1,0,2,10,25,6,2,0
"F00111221",1385,1,0,2,15,15,6,3,0
"F00111222",1385,1,0,2,15,16,10,2,0
"F00111224",1385,1,0,2,15,30,1,2,0
"F00111225",1385,1,0,2,15,32,4,2,0
"F00111226",1385,1,0,2,20,11,14,1,0
"F00111228",1385,1,0,2,20,21,20,3,0
"F00111229",1385,1,0,2,20,28,13,2,0
"F00111230",1385,1,0,2,20,37,4,2,0
"F00111231",1385,1,0,2,30,37,3,2,0
"F00111235",1385,1,0,2,40,42,3,3,0
"F00111236",1385,1,0,2,60,36,4,1,0
"F00111237",1478,1,0,2,5,6,21,1,0
"F00111238",1478,1,0,2,5,18,20,2,0
"F00111240",1478,1,0,2,10,11,32,1,0
"F00111241",1478,1,0,2,10,15,2,2,0
"F00111243",1478,1,0,2,10,15,27,1,0
"F00111244",1478,1,0,2,10,25,14,2,0
"F00111247",1478,1,0,2,10,42,2,3,0
"F00111252",1478,1,0,2,20,36,2,2,0
"F00111254",1478,1,0,2,20,40,2,1,0
"F00111257",1478,1,0,2,40,43,6,2,0
"F00111258",1478,1,0,2,40,38,5,2,1
"F00111261",1575,1,0,2,5,13,32,3,0
"F00111262",1576,1,0,2,5,28,8,3,0
"F00111263",1576,1,0,2,10,NA,15,1,0
"F00111264",1576,1,0,2,10,24,19,2,0
"F00111265",1576,1,0,2,10,30,5,3,0
"F00111267",1576,1,0,2,10,NA,6,1,0
"F00111268",1575,1,0,2,15,23,13,1,0
"F00111269",1576,1,0,2,15,27,11,1,0
"F00111272",1575,1,0,2,20,33,13,2,0
"F00111273",1576,1,0,2,20,34,7,2,0
"F00111274",1576,1,0,2,20,36,2,1,0
"F00111275",1576,1,0,2,20,43,1,2,0
"F00111277",1576,1,0,2,30,45,0,2,0
"F00111280",1576,1,0,2,40,34,13,3,0
"F00111282",1576,1,0,2,60,44,3,2,0
"F00111283",1576,1,0,2,20,40,4,3,1
"F00111284",1678,1,0,2,5,17,24,2,0
"F00111287",1678,1,0,2,10,8,25,2,0
"F00111288",1678,1,0,2,10,NA,26,2,0
"F00111290",1678,1,0,2,15,40,4,1,0
"F00111291",1678,1,0,2,20,26,10,1,0
"F00111293",1678,1,0,2,20,28,20,2,0
"F00111294",1678,1,0,2,20,33,13,3,0
"F00111297",1678,1,0,2,30,NA,4,2,0
"F00111298",1678,1,0,2,40,20,9,2,0
"F00111299",1678,1,0,2,40,32,10,2,0
"F00111300",1678,1,0,2,40,NA,3,2,0
"F00111301",1678,1,0,2,40,40,2,1,0
"F00111302",1678,1,0,2,40,40,5,2,0
"F00111303",1678,1,0,2,40,43,6,3,0
"F00111306",1785,1,0,2,5,12,35,1,0
"F00111307",1785,1,0,2,10,9,20,3,0
"F00111308",1786,1,0,2,10,10,25,2,0
"F00111309",1786,1,0,2,10,15,15,2,0
"F00111311",1785,1,0,2,10,21,13,2,0
"F00111312",1786,1,0,2,10,24,18,2,0
"F00111314",1786,1,0,2,20,19,17,2,0
"F00111315",1786,1,0,2,20,31,13,2,0
"F00111317",1786,1,0,2,20,40,4,2,0
"F00111319",1786,1,0,2,20,50,0,2,0
"F00111320",1785,1,0,2,30,45,3,2,0
"F00111321",1898,1,0,2,5,26,18,2,0
"F00111324",1898,1,0,2,20,24,23,2,0
"F00111325",1898,1,0,2,20,25,1,3,0
"F00111327",1898,1,0,2,20,40,11,2,0
"F00111329",1898,1,0,2,20,41,9,2,0
"F00111330",1898,1,0,2,20,48,6,2,0
"F00111332",1898,1,0,2,30,35,6,2,0
"F00111333",1898,1,0,2,40,NA,10,2,0
"F00111334",1898,1,0,2,60,41,10,3,1
"F00111336",2015,1,0,2,5,15,17,1,0
"F00111338",2015,1,0,2,5,36,15,2,0
"F00111339",2015,1,0,2,10,11,8,3,0
"F00111340",2016,1,0,2,15,34,15,2,0
"F00111342",2016,1,0,2,20,20,22,1,0
"F00111343",2015,1,0,2,20,47,2,2,0
"F00111344",2016,1,0,2,20,47,7,1,0
"F00111346",2015,1,0,2,35,50,7,2,1
"F00111349",2015,1,0,2,20,51,2,2,1
"F00111351",2138,1,0,2,5,21,29,2,0
"F00111353",2139,1,0,2,10,35,11,3,0
"F00111359",2139,1,0,2,20,NA,20,3,0
"F00111360",2139,1,0,2,20,33,15,3,0
"F00111361",2138,1,0,2,20,35,4,2,0
"F00111364",2139,1,0,2,20,47,1,1,0
"F00111366",2139,1,0,2,20,NA,4,3,0
"F00111369",2139,1,0,2,30,42,10,3,0
"F00111370",2138,1,0,2,40,20,22,1,0
"F00111372",2138,1,0,2,40,30,21,3,0
"F00111375",2267,1,0,2,5,10,9,1,0
"F00111376",2267,1,0,2,5,NA,39,1,0
"F00111380",2267,1,0,2,10,28,23,1,0
"F00111381",2267,1,0,2,10,NA,2,1,0
"F00111383",2267,1,0,2,20,35,9,2,0
"F00111385",2267,1,0,2,25,19,18,2,0
"F00111389",2267,1,0,2,60,19,17,3,0
"F00111394",2401,1,0,2,5,12,40,1,0
"F00111396",2402,1,0,2,5,25,20,3,0
"F00111398",2401,1,0,2,10,35,7,3,0
"F00111399",2401,1,0,2,10,40,4,2,0
"F00111400",2402,1,0,2,10,48,0,2,0
"F00111401",2402,1,0,2,10,51,5,1,0
"F00111402",2401,1,0,2,20,28,14,1,0
"F00111403",2401,1,0,2,20,30,17,1,0
"F00111404",2401,1,0,2,20,30,23,2,0
"F00111405",2401,1,0,2,20,32,14,3,0
"F00111406",2402,1,0,2,20,40,5,1,0
"F00111408",2401,1,0,2,25,25,15,2,0
"F00111410",2402,1,0,2,40,45,10,1,0
"F00111411",2402,1,0,2,20,52,2,3,1
"F00111413",2542,1,0,2,5,35,13,2,0
"F00111415",2542,1,0,2,10,35,8,1,0
"F00111417",2541,1,0,2,20,26,10,1,0
"F00111419",2542,1,0,2,40,15,8,2,0
"F00111420",2541,1,0,2,40,50,3,2,0
"F00111421",2541,1,0,2,10,36,14,2,1
"F00111423",2688,1,0,2,5,NA,37,3,0
"F00111424",2688,1,0,2,10,40,10,2,0
"F00111425",2688,1,0,2,15,29,26,2,0
"F00111427",2688,1,0,2,20,NA,25,2,0
"F00111428",2687,1,0,2,20,27,20,2,0
"F00111429",2688,1,0,2,20,35,21,1,0
"F00111430",2688,1,0,2,20,45,6,1,0
"F00111433",2688,1,0,2,10,30,22,2,1
"F00111434",2688,1,0,2,10,40,8,1,1
"F00111435",2688,1,0,2,40,25,22,1,1
"F00111436",2688,1,0,2,10,28,9,1,1
"F00111437",2688,1,0,2,20,NA,12,2,2
"F00111439",2840,1,0,2,20,NA,2,3,0
"F00111440",2840,1,0,2,40,27,26,1,0
"F00111444",2999,1,0,2,5,17,37,3,0
"F00111445",2999,1,0,2,5,40,10,2,0
"F00111446",2999,1,0,2,15,37,19,1,0
"F00111448",2999,1,0,2,20,50,4,3,0
"F00111449",2999,1,0,2,40,46,4,2,0
"F00111451",3164,1,0,2,20,50,3,2,1
"F00111453",3336,1,0,2,20,25,12,2,0
"F00111454",3336,1,0,2,20,32,27,2,0
"F00111456",3516,1,0,2,30,30,12,1,0
"F00111458",3516,1,0,2,10,18,30,1,0
"F00111460",3516,1,0,2,5,10,17,2,1
"F00111461",3702,1,0,2,20,20,28,2,0
"F00111462",3702,1,0,2,40,29,4,2,0
"F00111463",3702,1,0,2,20,44,13,1,1
"F00111464",3702,1,0,2,20,47,4,2,1
"F00111466",4097,1,0,2,40,41,16,1,0
"F00111468",168,1,0,1,0,0,0,2,1
"F00111470",411,1,1,1,0,0,0,1,0
"F00111471",488,1,0,1,0,0,0,2,1
"F00111473",531,1,1,1,0,0,0,1,0
"F00111475",851,1,0,1,0,NA,0,2,1
"F00111476",915,1,1,1,0,0,0,3,1
"F00111478",1132,0,0,1,0,0,0,2,1
"F00111479",1132,1,1,1,0,NA,0,2,2
"F00111480",1212,1,1,1,0,0,0,3,2
"F00111481",1385,0,1,1,0,0,0,2,1
"F00111482",1478,0,1,1,0,0,0,2,1
"F00111483",1678,0,0,1,0,0,0,1,0
"F00111484",1678,0,0,1,0,0,0,1,1
"F00111486",1786,1,1,1,0,0,0,1,2
"F00111488",2016,0,1,1,0,0,0,2,1
"F00111492",2139,1,1,1,0,0,0,1,2
"F00111494",2688,1,1,1,0,0,0,1,1
"F00111495",2840,1,1,1,0,0,0,2,0
"F00111496",3164,0,1,1,0,0,0,1,2
"F00111497",3165,1,0,1,0,0,0,2,1
"F00111499",3337,0,0,1,0,0,0,1,2
"F00111501",3702,1,0,1,0,0,0,2,1
"F00111502",3702,1,0,1,0,0,0,2,1
"F00111503",151,0,0,3,5,11,0,1,0
"F00111505",150,0,0,3,30,22,0,3,0
"F00111506",168,0,0,3,20,NA,0,2,0
"F00111507",168,0,1,3,10,11,0,2,0
"F00111508",168,0,1,3,10,20,0,3,0
"F00111510",168,0,1,3,30,16,0,1,0
"F00111511",168,0,1,3,30,18,0,1,0
"F00111512",188,0,1,3,5,10,0,2,0
"F00111515",188,0,1,3,25,18,0,3,0
"F00111516",188,0,1,3,50,19,0,1,0
"F00111517",209,0,0,3,10,18,0,1,0
"F00111518",209,0,0,3,10,25,0,3,0
"F00111522",209,0,0,3,40,19,0,3,0
"F00111524",209,0,1,3,10,18,0,2,0
"F00111525",209,0,1,3,25,16,0,1,0
"F00111527",209,0,1,3,40,9,0,2,0
"F00111528",232,0,0,3,10,21,0,2,0
"F00111529",232,0,0,3,30,18,0,2,0
"F00111531",231,0,1,3,10,14,0,1,0
"F00111534",232,0,1,3,60,NA,0,2,0
"F00111535",256,0,0,3,5,6,0,2,0
"F00111536",257,0,0,3,5,23,0,1,0
"F00111538",256,0,0,3,25,22,0,1,0
"F00111539",257,0,0,3,50,23,0,3,0
"F00111543",257,0,1,3,40,20,0,1,0
"F00111544",283,0,0,3,40,30,0,3,0
"F00111546",283,0,1,3,15,9,0,2,0
"F00111548",311,0,0,3,40,32,0,3,0
"F00111550",312,0,1,3,40,23,0,2,0
"F00111552",342,0,0,3,5,18,0,1,0
"F00111554",342,0,0,3,15,26,0,2,0
"F00111555",342,0,0,3,25,23,0,2,0
"F00111556",342,0,0,3,25,31,0,1,0
"F00111560",342,0,1,3,20,17,0,2,0
"F00111562",342,0,1,3,20,29,0,3,0
"F00111564",342,0,1,3,35,NA,0,1,0
"F00111565",375,0,0,3,10,23,0,3,0
"F00111567",375,0,0,3,30,32,0,2,0
"F00111570",375,0,1,3,25,31,0,2,0
"F00111574",410,0,0,3,15,NA,0,1,0
"F00111575",411,0,0,3,25,31,0,2,0
"F00111576",410,0,0,3,40,25,0,1,0
"F00111577",410,0,0,3,50,25,0,2,0
"F00111578",410,0,0,3,60,33,0,3,0
"F00111580",410,0,1,3,5,34,0,3,0
"F00111581",410,0,1,3,5,37,0,2,0
"F00111582",410,0,1,3,10,25,0,1,0
"F00111583",410,0,1,3,20,16,0,3,0
"F00111585",411,0,1,3,60,32,0,2,0
"F00111586",411,0,1,3,40,24,0,1,1
"F00111588",448,0,0,3,10,36,0,2,0
"F00111589",448,0,0,3,15,32,0,1,0
"F00111590",448,0,0,3,20,NA,0,2,0
"F00111591",448,0,0,3,20,31,0,1,0
"F00111594",448,0,0,3,35,29,0,2,0
"F00111595",448,0,0,3,40,35,0,2,0
"F00111598",448,0,1,3,5,23,0,1,0
"F00111601",448,0,1,3,30,26,0,2,1
"F00111605",489,0,0,3,40,NA,0,1,0
"F00111610",489,0,1,3,15,8,0,3,0
"F00111611",488,0,1,3,20,17,0,2,0
"F00111614",488,0,1,3,35,31,0,3,0
"F00111615",488,0,1,3,60,17,0,1,0
"F00111620",531,0,0,3,20,12,0,1,0
"F00111621",531,0,0,3,20,15,0,2,0
"F00111622",531,0,0,3,30,8,0,2,0
"F00111625",531,0,0,3,45,33,0,2,0
"F00111626",531,0,0,3,60,20,0,2,0
"F00111628",531,0,0,3,25,31,0,3,1
"F00111629",531,0,0,3,40,34,0,2,1
"F00111631",531,0,1,3,15,28,0,2,0
"F00111634",531,0,1,3,30,11,0,3,0
"F00111635",531,0,1,3,30,28,0,2,0
"F00111637",531,0,1,3,45,26,0,2,0
"F00111641",577,0,0,3,10,36,0,3,0
"F00111642",577,0,0,3,30,30,0,2,0
"F00111645",577,0,0,3,55,32,0,2,0
"F00111646",577,0,0,3,5,32,0,2,1
"F00111648",577,0,0,3,60,30,0,1,2
"F00111651",577,0,1,3,15,23,0,2,0
"F00111652",577,0,1,3,20,23,0,2,0
"F00111653",577,0,1,3,25,25,0,2,0
"F00111654",577,0,1,3,35,33,0,2,0
"F00111655",577,0,1,3,20,24,0,1,1
"F00111658",625,0,0,3,25,27,0,2,0
"F00111662",625,0,0,3,10,30,0,1,1
"F00111664",626,0,1,3,10,34,0,1,0
"F00111665",625,0,1,3,15,32,0,2,0
"F00111669",625,0,1,3,30,20,0,1,0
"F00111670",625,0,1,3,30,30,0,2,0
"F00111673",625,0,1,3,40,20,0,1,0
"F00111674",625,0,1,3,40,41,0,2,0
"F00111675",625,0,1,3,45,42,0,2,0
"F00111676",625,0,1,3,50,33,0,1,0
"F00111679",677,0,0,3,10,5,0,2,0
"F00111680",677,0,0,3,10,17,0,1,0
"F00111681",677,0,0,3,15,37,0,2,0
"F00111682",677,0,0,3,20,6,0,1,0
"F00111683",677,0,0,3,20,18,0,1,0
"F00111686",677,0,0,3,35,NA,0,2,0
"F00111692",677,0,1,3,5,5,0,3,0
"F00111695",677,0,1,3,15,28,0,2,0
"F00111700",677,0,1,3,30,36,0,1,0
"F00111701",677,0,1,3,30,40,0,2,0
"F00111702",677,0,1,3,45,35,0,2,0
"F00111704",677,0,1,3,60,37,0,1,0
"F00111705",731,0,0,3,20,23,0,2,0
"F00111706",732,0,0,3,30,33,0,3,0
"F00111707",732,0,0,3,35,30,0,3,0
"F00111709",732,0,0,3,40,NA,0,3,0
"F00111712",732,0,0,3,10,36,0,1,1
"F00111713",731,0,0,3,30,30,0,2,1
"F00111715",731,0,0,3,15,20,0,2,1
"F00111716",731,0,0,3,20,30,0,1,1
"F00111718",731,0,0,3,10,36,0,1,1
"F00111720",732,0,0,3,40,37,0,2,1
"F00111722",731,0,1,3,30,NA,0,1,0
"F00111723",732,0,1,3,35,NA,0,2,0
"F00111724",731,0,1,3,80,40,0,2,0
"F00111725",732,0,1,3,40,37,0,1,1
"F00111727",731,0,1,3,15,36,0,2,1
"F00111728",732,0,1,3,15,28,0,1,1
"F00111729",732,0,1,3,60,24,0,3,1
"F00111732",789,0,0,3,20,16,0,3,0
"F00111733",789,0,0,3,20,36,0,1,0
"F00111734",789,0,0,3,35,35,0,3,0
"F00111736",789,0,0,3,40,42,0,2,0
"F00111741",789,0,0,3,20,40,0,2,2
"F00111744",789,0,1,3,15,22,0,2,0
"F00111746",789,0,1,3,40,40,0,1,1
"F00111747",789,0,1,3,40,37,0,2,2
"F00111748",851,0,0,3,15,31,0,2,0
"F00111751",851,0,0,3,50,35,0,2,0
"F00111752",850,0,0,3,20,34,0,1,1
"F00111754",851,0,0,3,30,42,0,1,1
"F00111755",850,0,0,3,15,15,0,1,1
"F00111756",851,0,1,3,10,7,0,3,0
"F00111757",851,0,1,3,15,NA,0,1,0
"F00111758",851,0,1,3,15,43,0,2,0
"F00111759",851,0,1,3,25,32,0,2,0
"F00111760",851,0,1,3,25,37,0,2,0
"F00111761",851,0,1,3,30,30,0,1,0
"F00111763",850,0,1,3,35,36,0,2,0
"F00111765",851,0,1,3,60,33,0,3,0
"F00111767",851,0,1,3,20,32,0,2,1
"F00111769",850,0,1,3,20,34,0,2,2
"F00111770",915,0,0,3,5,10,0,2,0
"F00111771",915,0,0,3,5,37,0,2,0
"F00111776",916,0,0,3,30,42,0,3,0
"F00111779",915,0,0,3,60,40,0,3,1
"F00111780",915,0,0,3,10,40,0,1,1
"F00111781",916,0,0,3,20,30,0,2,1
"F00111782",915,0,1,3,10,38,0,2,0
"F00111786",916,0,1,3,30,15,0,1,0
"F00111787",916,0,1,3,30,40,0,1,0
"F00111789",915,0,1,3,35,25,0,2,0
"F00111790",915,0,1,3,45,34,0,1,0
"F00111792",915,0,1,3,20,39,0,2,1
"F00111794",984,0,0,3,20,26,0,2,0
"F00111798",984,0,0,3,35,40,0,1,0
"F00111800",984,0,0,3,50,38,0,3,0
"F00111801",984,0,0,3,20,41,0,2,2
"F00111803",984,0,1,3,5,36,0,2,0
"F00111804",984,0,1,3,5,46,0,2,0
"F00111806",984,0,1,3,10,NA,0,2,0
"F00111807",984,0,1,3,25,24,0,1,0
"F00111808",984,0,1,3,30,38,0,1,0
"F00111809",984,0,1,3,35,34,0,2,0
"F00111810",984,0,1,3,80,43,0,2,0
"F00111811",984,0,1,3,35,37,0,3,1
"F00111812",984,0,1,3,40,40,0,1,1
"F00111813",984,0,1,3,30,38,0,1,1
"F00111814",984,0,1,3,50,NA,0,1,1
